Res_id,ua,city,name,votes,locality,locality2,newlocality,latitude,longitude,cuisines,newcuisine,average_cost_for_two,Column,aggregate_rating,rating_text,establishment,delivery,address,url,timings,zipcode,locality_verbose,currency,price_range,highlights,opentable_support,photo_count
58882,Bengaluru,Bangalore,Byg Brewski Brewing Company,18967,Sarjapur Road,Sarjapur Road,Sarjapur Road,12.91293443,77.68290594,"Continental, North Indian, Italian, South Indian, Finger Food, Pizza",Continental,1600,92938.3,4.9,Excellent,Microbrewery,1,"Behind MK Retail, Sarjapur Road, Bangalore",https://www.zomato.com/bangalore/byg-brewski-brewing-company-sarjapur-road-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Mon-Sun (12:30 PM to 1 AM),560035,"Sarjapur Road, Bangalore",Rs.,3,"['Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Nightlife', 'Fullbar', 'Live Music', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted', 'Wifi', 'Brunch']",0,8559
51705,Bengaluru,Bangalore,Toit,15923,Indiranagar,Indiranagar,Indiranagar,12.9788881,77.640922,"Italian, American, Modern Indian",Italian,2000,73245.8,4.6,Excellent,Microbrewery,0,"298, 100 Feet Road, Namma Metro Pillar 62, Indiranagar, Bangalore",https://www.zomato.com/bangalore/toit-indiranagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12Noon to 12Midnight (Mon-Tue),12Noon to 1AM (Wed-Sun)",0,"Indiranagar, Bangalore",Rs.,4,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Debit Card', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Air Conditioned', 'Smoking Area', 'Valet Parking Available', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'LGBTQIA Friendly', 'Pet Friendly', 'Wifi']",0,8514
51040,Bengaluru,Bangalore,Truffles,15582,Koramangala 5th Block,Koramangala 5th Block,Koramangala 5th Block,12.93342671,77.61438388,"Cafe, American, Burger, Steak",Cafe,900,71677.2,4.6,Excellent,Cafe,-1,"28, 4th 'B' Cross, Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/truffles-koramangala-5th-block?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12noon to 3:50pm, 7pm to 10:30pm (Mon),12noon to 10:30pm (Tue-Sun)",0,"Koramangala 5th Block, Bangalore",Rs.,2,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Table booking not available', 'Sneakpeek']",0,12196
56618,Bengaluru,Bangalore,AB's - Absolute Barbecues,13095,Marathahalli,Marathahalli,Marathahalli,12.9497983,77.6993079,"European, Mediterranean, North Indian, BBQ",European,1600,62856,4.8,Excellent,Casual Dining,-1,"90/4, 3rd Floor, Outer Ring Road, Munnekollaly Village, Marathahalli, Bangalore",https://www.zomato.com/bangalore/abs-absolute-barbecues-marathahalli?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12 Noon to 4 PM, 6:30 PM to 12 Midnight",,"Marathahalli, Bangalore",Rs.,3,"['Credit Card', 'Dinner', 'Lunch', 'Cash', 'Debit Card', 'Takeaway Available', 'Serves Alcohol', 'Wifi', 'Indoor Seating', 'Wheelchair Accessible', 'Valet Parking Available', 'Fullbar', 'Air Conditioned', 'Buffet', 'Live Music']",0,4512
54162,Bengaluru,Bangalore,The Black Pearl,11776,Koramangala 5th Block,Koramangala 5th Block,Koramangala 5th Block,12.93440245,77.616129,"European, Mediterranean, North Indian",North Indian,1500,55347.2,4.7,Excellent,Casual Dining,-1,"105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/the-black-pearl-koramangala-5th-block?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12 Noon to 4 PM, 6 PM to 12 Midnight",,"Koramangala 5th Block, Bangalore",Rs.,3,"['Credit Card', 'Debit Card', 'Dinner', 'Lunch', 'Serves Alcohol', 'Cash', 'Valet Parking Available', 'Fullbar', 'Live Music', 'Rooftop', 'Table booking recommended', 'Sneakpeek', 'Smoking Area', 'Wifi', 'Buffet', 'Craft Beer', 'Outdoor Seating', 'Indoor Seating', 'Variable Menu']",0,4833
57833,Bengaluru,Bangalore,Big Pitcher,10652,Old Airport Road,Old Airport Road,Old Airport Road,12.96013844,77.64692377,"American, Continental, North Indian, Mediterranean",American,1800,51129.6,4.8,Excellent,Pub,-1,"4121, LR Arcade, Old Airport Road, Bangalore",https://www.zomato.com/bangalore/big-pitcher-airport-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11am to 1am (Mon-Sun),560008,"Old Airport Road, Bangalore",Rs.,3,"['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Live Sports Screening', 'Valet Parking Available', 'Fullbar', 'Live Music', 'Table reservation required', 'Air Conditioned', 'Smoking Area', 'Buffet', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Rooftop', 'Digital Payments Accepted', 'Wifi']",0,6179
18578798,Bengaluru,Bangalore,TBC Sky Lounge,10511,HSR,HSR,HSR,12.92287279,77.65154488,"Continental, Asian, Italian, North Indian",Continental,1600,51503.9,4.9,Excellent,Bar,-1,"Astra Hotel, 2795, 27th Main, Sector 1, HSR, Bangalore",https://www.zomato.com/bangalore/tbc-sky-lounge-hsr?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 12 Midnight,,"HSR, Bangalore",Rs.,3,"['Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Nightlife', 'Outdoor Seating', 'Rooftop', 'Table booking recommended', 'Smoking Area', 'DJ', 'Fullbar', 'Indoor Seating', 'Air Conditioned']",0,2086
18387426,Bengaluru,Bangalore,The Black Pearl,10005,Marathahalli,Marathahalli,Marathahalli,12.93946895,77.69468185,"European, Mediterranean, North Indian, BBQ",North Indian,1500,48024,4.8,Excelente,Casual Dining,0,"20/7, Swamy Legato, Outer Ring Road, Kadubeesanahalli, Marathahalli, Bangalore",https://www.zomato.com/bangalore/the-black-pearl-marathahalli?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12noon to 4pm, 6pm to 12midnight (Mon, Tue, Wed, Thu, Sun), 12noon to 12midnight (Fri-Sat)",,"Marathahalli, Bangalore",Rs.,3,"['Dinner', 'Lunch', 'Cash', 'Credit Card', 'Debit Card', 'Live Sports Screening', 'Fullbar', 'Live Music', 'Rooftop', 'Air Conditioned', 'Smoking Area', 'Buffet', 'Sneakpeek', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended']",0,2296
59840,Bengaluru,Bangalore,Onesta,9466,Koramangala 4th Block,Koramangala 4th Block,Koramangala 4th Block,12.93354697,77.6269792,"Italian, Pizza, Desserts, Beverages",Italian,600,40703.8,4.3,Very Good,Casual Dining,1,"562, 8th Main, Koramangala 4th Block, Bangalore",https://www.zomato.com/bangalore/onesta-koramangala-4th-block?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12:30 PM to 10 PM (Mon-Sat), 12 Noon to 10 PM (Sun)",,"Koramangala 4th Block, Bangalore",Rs.,2,"['Lunch', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Buffet', 'Desserts and Bakes', 'Outdoor Seating', 'Table Reservation Not Required']",0,7630
18422898,Bengaluru,Bangalore,Hoot,9245,Sarjapur Road,Sarjapur Road,Sarjapur Road,12.91411089,77.67840721,"North Indian, Continental, Italian",Continental,1400,40678,4.4,Very Good,Microbrewery,1,"2034/69, Block 2, Kaikondrahalli, Varthur Hobli, Sarjapur Road, Bangalore",https://www.zomato.com/bangalore/hoot-sarjapur-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12 Noon to 12:30 AM (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",560035,"Sarjapur Road, Bangalore",Rs.,3,"['Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Romantic Dining', 'LGBTQIA Friendly', 'Hookah', 'Wheelchair Accessible', 'DJ', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Beer', 'Indoor Seating', 'Serves Cocktails', 'Table booking recommended', 'Smoking Area', 'Live Entertainment', 'Valet Parking Available', 'Fullbar', 'Wine']",0,5508
52599,Bengaluru,Bangalore,Empire Restaurant,9013,Indiranagar,Indiranagar,Indiranagar,12.9698717,77.64751587,"North Indian, Mughlai, South Indian, Chinese",North Indian,500,36953.3,4.1,Very Good,Casual Dining,1,"Next To BSNL, HAL 2nd Stage, 80 Feet Road, Indiranagar, Bangalore",https://www.zomato.com/bangalore/empire-restaurant-indiranagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 1 AM (Mon-Sun),0,"Indiranagar, Bangalore",Rs.,2,"['Cash', 'Debit Card', 'Takeaway Available', 'Lunch', 'Credit Card', 'Delivery', 'No Alcohol Available', 'Dinner', 'Air Conditioned', 'Sodexo', 'Ticket Restaurant', 'Indoor Seating', 'Buffet']",0,1064
18254597,Bengaluru,Bangalore,Brew and Barbeque - A Microbrewery Pub,8928,"Soul Space Arena Mall, Marathahalli","Soul Space Arena Mall, Marathahalli",Marathahalli,12.98016586,77.69337125,"Continental, North Indian, BBQ, Steak",Continental,2000,42854.4,4.8,Excellent,Microbrewery,1,"36/4, Fourth Floor, Soul Space Arena, Outer Ring Road, Doddanekkundi Village, Marathahalli, Bangalore",https://www.zomato.com/bangalore/brew-and-barbeque-a-microbrewery-pub-marathahalli-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12:30 PM to 11:30 PM (Mon-Tue), 12:30 PM to 1 AM (Wed-Sat), 12:30 PM to 12:30 AM (Sun)",560037,"Soul Space Arena Mall, Marathahalli, Bangalore",Rs.,4,"['Dinner', 'Credit Card', 'Debit Card', 'Lunch', 'Mall Parking', 'Cash', 'Delivery', 'Live Entertainment', 'Nightlife', 'Valet Parking Available', 'Fullbar', 'Beer', 'Indoor Seating', 'Air Conditioned', 'LGBTQIA Friendly', 'Smoking Area', 'Wifi', 'Live Sports Screening', 'Pool Table', 'Craft Beer', 'Outdoor Seating', 'Live Music', 'Serves Cocktails', 'Table reservation required', 'Wheelchair Accessible', 'Buffet', 'Sneakpeek']",0,5082
50066,Bengaluru,Bangalore,Barbeque Nation,8632,Indiranagar,Indiranagar,Indiranagar,12.96257718,77.64153924,"North Indian, European, Mediterranean, BBQ, Kebab",North Indian,1600,41433.6,4.8,Excellent,Casual Dining,0,"4005, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",https://www.zomato.com/bangalore/barbeque-nation-indiranagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12noon to 3:30pm, 7pm to 11pm (Mon-Sat),11:30am to 5pm, 7pm to 11pm (Sun)",0,"Indiranagar, Bangalore",Rs.,3,"['Dinner', 'Cash', 'Lunch', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Buffet', 'Table booking recommended', 'Kid Friendly']",0,2507
18313531,Bengaluru,Bangalore,Biergarten,8631,Whitefield,Whitefield,Whitefield,12.98244595,77.70853277,"Continental, European, BBQ, Chinese, Asian",Continental,2400,40565.7,4.7,Excellent,Microbrewery,0,"2, Doddanekkundi, Whitefield Road, Mahadevpura, Whitefield, Bangalore",https://www.zomato.com/bangalore/biergarten-whitefield?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12 Noon to 12 Midnight (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",560048,"Whitefield, Bangalore",Rs.,4,"['Serves Alcohol', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Wifi', 'LGBTQIA Friendly', 'DJ', 'Live Sports Screening', 'Valet Parking Available', 'Fullbar', 'Live Music', 'Table booking recommended', 'Smoking Area', 'Live Entertainment', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Indoor Seating']",0,4536
54097,Bengaluru,Bangalore,Arbor Brewing Company,8624,Brigade Road,Brigade Road,Brigade Road,12.97006152,77.61081319,"American, Continental",American,2000,37945.6,4.4,Very Good,Pub,1,"8, 3rd Floor, Allied Grande Plaza, Diagonally, Opposite Garuda Mall, Magrath Road, Brigade Road, Bangalore",https://www.zomato.com/ArborBrewIndia?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12noon to 12midnight (Mon, Tue, Wed, Fri, Sat, Sun), 12noon to 4pm, 7:30pm to 12midnight (Thu)",560025,"Brigade Road, Bangalore",Rs.,4,"['Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Outdoor Seating', 'Table booking recommended', 'LGBTQIA Friendly', 'Smoking Area', 'Nightlife', 'Craft Beer', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible', 'Valet Parking Available']",0,4791
54503,Bengaluru,Bangalore,Prost Brew Pub,8523,Koramangala 4th Block,Koramangala 4th Block,Koramangala 4th Block,12.93303426,77.63075877,"American, Continental, North Indian, Salad",American,1800,38353.5,4.5,Excellent,Pub,-1,"749, 10th Main, 80 Feet Road, Koramangala 4th Block, Bangalore",https://www.zomato.com/bangalore/prost-brew-pub-koramangala-4th-block?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12 Noon to  (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",,"Koramangala 4th Block, Bangalore",Rs.,3,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Credit Card', 'Live Sports Screening', 'Valet Parking Available', 'Fullbar', 'Live Music', 'Above 18 Only', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'LGBTQIA Friendly']",0,3391
18353121,Bengaluru,Bangalore,Flechazo,8069,Marathahalli,Marathahalli,Marathahalli,12.97444316,77.69734696,"Asian, Mediterranean, North Indian, Desserts",Asian,1400,35503.6,4.4,Very Good,Casual Dining,0,"9/1, 1st Floor, Above Surya Nissan, VRR Orchid, Doddanakkundi, Marathahalli, Bangalore",https://www.zomato.com/bangalore/flechazo-marathahalli?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11:30 AM to 4 PM, 6:30 PM to 12 Midnight",,"Marathahalli, Bangalore",Rs.,3,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Lunch Menu', 'Fullbar', 'Indoor Seating', 'Free Wifi', 'Available for Functions', 'Unlimited Pizza', 'Wifi', 'Buffet', 'Desserts and Bakes', 'Valet Parking Available', 'Outdoor Seating', 'Table reservation required', 'Air Conditioned', 'Kid Friendly', 'Wheelchair Accessible', 'Brunch', 'Group Meal']",0,6859
57438,Bengaluru,Bangalore,Church Street Social,7737,Church Street,Church Street,Church Street,12.9756103,77.6026547,"American, North Indian, Chinese, Asian",American,1500,34042.8,4.4,Very Good,Lounge,1,"46/1, Cobalt Building, Church Street, Bangalore",https://www.zomato.com/ChurchStreetSocial?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,9 AM to 12:30 AM,,"Church Street, Bangalore",Rs.,3,"['Dinner', 'Delivery', 'Debit Card', 'Takeaway Available', 'Cash', 'Credit Card', 'Lunch', 'Breakfast', 'Live Sports Screening', 'Indoor Seating', 'Wheelchair Accessible', 'Live Music', 'Smoking Area', 'Fullbar', 'Air Conditioned', 'Valet Parking Available', 'Table booking recommended', 'Wifi']",0,6005
50691,Bengaluru,Bangalore,Meghana Foods,7635,Koramangala 5th Block,Koramangala 5th Block,Koramangala 5th Block,12.93450048,77.61616085,"Biryani, Andhra, North Indian, Seafood",Biryani,600,33594,4.4,Very Good,Casual Dining,1,"124, KHB Colony, 1st Cross, Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/meghana-foods-koramangala-5th-block?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11:45 AM to 4 PM, 7 PM to 1 AM (Mon-Sat), 11:45 AM to 4 PM, 7 PM to 12 Midnight (Sun)",0,"Koramangala 5th Block, Bangalore",Rs.,2,"['Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Delivery', 'Indoor Seating', 'Air Conditioned']",0,1010
54470,Bengaluru,Bangalore,Vapour Pub & Brewery,7479,Indiranagar,Indiranagar,Indiranagar,12.96948355,77.64130119,"North Indian, Chinese, Continental",North Indian,1400,32159.7,4.3,Very Good,Microbrewery,0,"773, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",https://www.zomato.com/bangalore/vapour-pub-brewery-indiranagar-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 12:30 AM,,"Indiranagar, Bangalore",Rs.,3,"['Lunch', 'Serves Alcohol', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended', 'LGBTQIA Friendly', 'Smoking Area', 'Valet Parking Available', 'Fullbar', 'Live Music', 'Rooftop', 'Above 18 Only', 'Air Conditioned']",0,3045
54044,Bengaluru,Bangalore,The Hole in the Wall Cafe,7468,Koramangala 4th Block,Koramangala 4th Block,Koramangala 4th Block,12.93453512,77.62558881,"Cafe, American, Burger",Cafe,600,34352.8,4.6,Excellent,Cafe,-1,"4, 8th Main Road, Koramangala 4th Block, Bangalore",https://www.zomato.com/bangalore/the-hole-in-the-wall-cafe-koramangala-4th-block?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"8:30 AM to 3 PM, 5:30 PM to 8:30 PM (Tue-Fri), 8:30 AM to 4 PM (Sat-Sun), Mon Closed",560034,"Koramangala 4th Block, Bangalore",Rs.,2,"['No Alcohol Available', 'Dinner', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Air Conditioned', 'Pet Friendly', 'Indoor Seating', 'Table reservation required']",0,6202
18148977,Bengaluru,Bangalore,AB's - Absolute Barbecues,7404,BTM,BTM,BTM,12.9163576,77.60477956,"European, Mediterranean, North Indian, BBQ",European,1600,36279.6,4.9,Excellent,Casual Dining,0,"100 Feet Road, 1st Phase, Near Jayadeva Flyover, 2nd Stage, BTM, Bangalore",https://www.zomato.com/bangalore/abs-absolute-barbecues-btm?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12 Noon to 4 PM, 6:30 PM to 12 Midnight",,"BTM, Bangalore",Rs.,3,"['Lunch', 'Cash', 'Dinner', 'Credit Card', 'Debit Card', 'Fullbar', 'Table booking recommended', 'Buffet', 'Indoor Seating', 'Air Conditioned']",0,4668
50474,Bengaluru,Bangalore,Empire Restaurant,7320,Koramangala 5th Block,Koramangala 5th Block,Koramangala 5th Block,12.93488215,77.6159456,"North Indian, Mughlai, South Indian, Chinese",North Indian,500,29280,4,Very Good,Casual Dining,1,"103, Industrial Area, 5th Block, Near Jyothi Nivas College",https://www.zomato.com/bangalore/empire-restaurant-koramangala-5th-block?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 1 AM,0,"Koramangala 5th Block, Bangalore",Rs.,2,"['Cash', 'Debit Card', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Delivery', 'Lunch', 'Air Conditioned', 'Sodexo', 'Table booking recommended', 'Indoor Seating', 'Buffet', 'Ticket Restaurant']",0,1715
18706428,Bengaluru,Bangalore,Byg Brewski Brewing Company,7262,Hennur,Hennur,Hennur,13.07066998,77.65280586,"Finger Food, Fast Food, North Indian, Italian",Finger Food,1600,34131.4,4.7,Excellent,Microbrewery,1,"22/123, Byrathi Village, Bidarahalli Hobli, Hennur, Bangalore",https://www.zomato.com/bangalore/byg-brewski-brewing-company-hennur-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12:30 PM to 1 AM,,"Hennur, Bangalore",Rs.,3,"['Dinner', 'Cash', 'Lunch', 'Credit Card', 'Debit Card', 'DJ', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Brunch', 'Nightlife', 'Fullbar', 'Live Music', 'Table booking recommended']",0,3000
53966,Bengaluru,Bangalore,Chili's American Grill & Bar,7052,"Orion Mall, Malleshwaram","Orion Mall, Malleshwaram",Malleshwaram,13.01131987,77.55460985,"American, Tex-Mex, Burger, BBQ, Mexican",American,1400,33144.4,4.7,Excellent,Casual Dining,1,"2nd Floor, Orion Mall, Dr. Rajkumar Road, Malleshwaram, Bangalore",https://www.zomato.com/bangalore/chilis-american-grill-bar-malleshwaram?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 11:30 PM,0,"Orion Mall, Malleshwaram, Bangalore",Rs.,3,"['Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Mall Parking', 'Delivery', 'Credit Card', 'Live Sports Screening', 'Outdoor Seating', 'Air Conditioned', 'Fullbar', 'Indoor Seating', 'Table booking recommended']",0,1959
54127,Bengaluru,Bangalore,Fenny's Lounge And Kitchen,6748,Koramangala 7th Block,Koramangala 7th Block,Koramangala 7th Block,12.93505468,77.61355575,"Continental, Italian, Mediterranean",Mediterranean,1600,31040.8,4.6,Excellent,Bar,0,"115, 3rd Floor, Opposite Raheja Arcade, Koramangala 7th Block, Bangalore",https://www.zomato.com/bangalore/fennys-lounge-and-kitchen-koramangala-7th-block?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11:30am to 1am (Mon-Sun),560095,"Koramangala 7th Block, Bangalore",Rs.,3,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Smoking Area', 'Valet Parking Available', 'Outdoor Seating', 'Rooftop']",0,4546
53872,Bengaluru,Bangalore,Windmills Craftworks,6371,Windmills Craftworks,Windmills Craftworks,Whitefield,12.98241296,77.72197936,"American, North Indian, Salad",American,2500,29306.6,4.6,Excellent,Microbrewery,0,"331, Road 5B, EPIP Area, Next to KTPO, Whitefield, Bangalore",https://www.zomato.com/bangalore/windmills-craftworks-whitefield?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12 Noon to 11:30 PM (Mon, Sun), 12 Noon to 1 AM (Tue-Sat)",,"Windmills Craftworks, Bangalore",Rs.,4,"['Debit Card', 'Lunch', 'Serves Alcohol', 'Dinner', 'Cash', 'Credit Card', 'Valet Parking Available', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Wifi', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Table booking recommended', 'Wheelchair Accessible']",0,4388
18339863,Bengaluru,Bangalore,The Boozy Griffin,6222,Marathahalli,Marathahalli,Marathahalli,12.93943726,77.69499131,"European, Continental",European,1800,29243.4,4.7,Excellent,Pub,0,"20/7, 4th & 5th Floor, Swamy Legato, Outer Ring Road, Kadubeesanahalli, Marathahalli, Bangalore",https://www.zomato.com/bangalore/the-boozy-griffin-marathahalli?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11:30 AM to 12 Midnight (Mon-Tue), 11:30 AM to 1 AM (Wed-Sat), 11:30 AM to 12:30 AM (Sun)",,"Marathahalli, Bangalore",Rs.,3,"['Lunch', 'Cash', 'Credit Card', 'Dinner', 'Debit Card', 'Live Sports Screening', 'Valet Parking Available', 'Live Music', 'Air Conditioned', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Sneakpeek', 'Smoking Area']",0,1767
18308756,Bengaluru,Bangalore,Hammered,5957,Cunningham Road,Cunningham Road,Cunningham Road,12.98645134,77.59490166,"North Indian, Continental",North Indian,1300,27402.2,4.6,Excellent,Pub,1,"18, Ali Askar Road, Cunningham Road, Bangalore",https://www.zomato.com/bangalore/hammered-cunningham-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Mon-Sun (11 AM to 1 AM),,"Cunningham Road, Bangalore",Rs.,3,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Valet Parking Available', 'Outdoor Seating', 'Beer', 'Serves Cocktails', 'Wifi', 'DJ', 'Nightlife', 'Sports TV', 'Fullbar', 'Wine', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Free Parking']",0,2835
57355,Bengaluru,Bangalore,The Boozy Griffin,5945,Koramangala 5th Block,Koramangala 5th Block,Koramangala 5th Block,12.93443088,77.61604048,"European, Continental",European,1800,26752.5,4.5,Excellent,Casual Dining,0,"2nd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/the-boozy-griffin-koramangala-5th-block?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12 Noon to 12:30 AM (Mon-Tue), 12 Noon to 1 AM (Wed-Sun)",,"Koramangala 5th Block, Bangalore",Rs.,3,"['Dinner', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Live Sports Screening', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Sneakpeek', 'Smoking Area', 'Nightlife', 'Fullbar', 'Air Conditioned']",0,1585
18430785,Bengaluru,Bangalore,Communiti,5808,Residency Road,Residency Road,Residency Road,12.97221919,77.60836903,"Continental, BBQ",Continental,1500,28459.2,4.9,Excellent,Microbrewery,0,"67 & 68, Brigade Solitaire, Opposite To Advaith Hyundai, Residency Road, Bangalore",https://www.zomato.com/bangalore/communiti-residency-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11:30am to 1am (Mon-Sun),560025,"Residency Road, Bangalore",Rs.,3,"['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Air Conditioned', 'Pet Friendly', 'Valet Parking Available', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Smoking Area']",0,4762
56464,Bengaluru,Bangalore,Glen's Bakehouse,5680,Indiranagar,Indiranagar,Indiranagar,12.97891195,77.64105409,"Bakery, Cafe, Italian, Desserts",Bakery,600,24424,4.3,Very Good,Bakery,1,"297, 100 Feet Road, Indiranagar, Bangalore",https://www.zomato.com/bangalore/glens-bakehouse-indiranagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,9 AM to 12 Midnight,,"Indiranagar, Bangalore",Rs.,2,"['Dinner', 'Takeaway Available', 'Lunch', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Outdoor Seating', 'Table booking recommended', 'Smoking Area']",0,6081
